shrid2,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
11-08-103-00487-800474,16.0,2372.0,13640.0,6847.0,3787.0,3472.0,315.0,13626.0,3925.0,1584.0,338.0,,,,225.0,40.0,40.0,0.0,0.0,3.0,0.0,3.0,0.0,10000000.0,0.0,0.0,0.0,1405.0,41.0,364.0,244.0,12.0,5.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,506.0,615.0,703.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,66.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1272900.0,998600.0,,0.0,0.0,1.0,1.0
11-08-103-00487-800475,2.0,2295.0,13058.0,6313.0,4151.0,3520.0,631.0,12339.0,3505.0,2297.0,54.0,341.8,45.4,0.8,195.0,25.0,25.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1536.0,53.0,307.0,254.0,7.0,2.5,0.0,2.5,25.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1020.0,1160.0,1308.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,509400.0,605200.0,,0.0,0.0,1.0,1.0
11-08-103-00487-800476,3.08,9416.0,57034.0,31018.0,17600.0,16548.0,1052.0,54587.0,3299.0,7519.0,91.0,341.8,45.4,0.8,185.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6178.0,152.0,1932.0,0.0,87.0,16.59,0.0,16.59,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,15321.0,0.0,9187.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,6.0,1.0,1.0,0.0,4.0,200.0,36.0,15.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,9.0,10.0,7.0,10531400.0,9073800.0,,0.0,0.0,1.0,1.0
11-08-103-00487-800477,4.0,1584.0,10031.0,6274.0,2691.0,2571.0,120.0,9397.0,3655.0,3590.0,64.0,,,,195.0,15.0,15.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,43.0,171.0,153.0,128.0,4.0,3.0,7.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,169.0,327.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,5.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,551600.0,494100.0,,0.0,0.0,1.0,1.0
11-08-103-00488-800478,4.0,2992.0,17967.0,11675.0,5106.0,4891.0,215.0,16324.0,3338.0,4092.0,72.0,432.3,45.0,1.4,227.0,45.0,16.0,16.0,3.0,0.0,0.0,0.0,454000.0,0.0,0.0,0.0,0.0,5068.0,442.0,773.0,378.0,1441.0,4.17,0.8,4.97,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,790.0,776.0,1717.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1294700.0,1146700.0,,0.0,0.0,1.0,1.0
11-08-103-00488-800479,5.0,1730.0,10619.0,9496.0,2219.0,2207.0,12.0,9461.0,4287.0,785.0,93.0,,,,230.0,45.0,16.0,16.0,3.0,0.0,0.0,0.0,1666500.0,0.0,0.0,0.0,0.0,1150.0,55.0,151.0,376.0,0.0,7.49,1.74,9.23,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,66.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,146.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,76.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,815700.0,885600.0,,0.0,0.0,1.0,1.0
11-08-103-00488-800480,12.0,2219.0,13210.0,7840.0,4074.0,3949.0,125.0,12460.0,3155.0,5370.0,5.0,,40.0,4.0,213.0,45.0,12.0,0.0,0.0,3.0,3.0,0.0,45400.0,0.0,0.0,0.0,0.0,3000.0,20.0,500.0,450.0,0.0,10.0,15.0,25.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,500.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,50.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,923000.0,1020000.0,,0.0,0.0,1.0,1.0
11-08-103-00488-800481,9.0,3821.0,22605.0,14476.0,6297.0,6222.0,75.0,21490.0,3454.0,4812.0,80.0,,45.0,0.0,210.0,30.0,30.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,600000.0,0.0,3026.0,145.0,980.0,155.0,0.0,6.0,10.0,16.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.0,265.0,1161.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,0.0,3.0,73.0,7.0,7.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1888600.0,1763800.0,,0.0,0.0,1.0,1.0
11-08-103-00490-071567,9.31,4816.0,20246.0,16408.0,5863.0,5796.0,67.0,17602.0,3037.0,4228.0,842.0,400.6,,,190.0,60.0,10.0,30.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,452.0,34.0,164.0,386.0,57.0,10.0,2.0,12.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,44.0,0.0,72.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,40.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,1358000.0,1358000.0,,0.0,0.0,1.0,1.0
11-08-103-00490-800482,11.31,2575.0,14297.0,9851.0,4296.0,4230.0,66.0,13429.0,3175.0,2453.0,133.0,486.0,,,170.0,75.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.0,38.0,339.0,2.0,82.0,5.0,4.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,55.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1244000.0,1033500.0,,0.0,0.0,1.0,1.0
11-08-103-00491-800483,13.0,1866.0,12059.0,6289.0,3341.0,3213.0,128.0,11732.0,3651.0,1606.0,247.0,327.0,42.0,2.4,150.0,27.0,13.0,0.0,3.0,0.0,0.0,3.0,545520.0,0.0,0.0,0.0,0.0,1225.0,60.0,357.0,449.0,18.0,5.0,2.0,7.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,820.0,300.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1289100.0,280400.0,,0.0,0.0,1.0,1.0
11-08-103-00491-800484,18.0,5926.0,39677.0,19335.0,11515.0,10881.0,634.0,39675.0,3646.0,8536.0,71.0,469.4,,,145.0,38.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3300000.0,0.0,0.0,0.0,4740.0,168.0,887.0,1177.0,285.0,5.0,0.0,5.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,850.0,1574.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,1.0,383.0,20.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,3123400.0,3004400.0,,0.0,0.0,1.0,1.0
11-08-103-00492-800485,35.0,3122.0,17046.0,7897.0,6932.0,5143.0,1789.0,15050.0,2926.0,2550.0,274.0,480.0,,,130.0,55.0,0.0,38.0,0.0,0.0,0.0,3.0,1000000.0,0.0,0.0,0.0,0.0,1258.0,52.0,244.0,375.0,257.0,4.7,10.0,14.7,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,734300.0,520000.0,,0.0,0.0,1.0,1.0
11-08-104-00493-800486,15.12,2680.0,13216.0,9100.0,5238.0,4531.0,707.0,11000.0,2428.0,2229.0,555.0,527.6,45.6,0.21,134.0,60.0,0.0,24.0,0.0,0.0,0.0,3.0,136200.0,0.0,0.0,0.0,0.0,1190.0,91.0,587.0,10.0,161.0,8.0,3.0,11.0,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,60.0,7.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3898400.0,4669300.0,,0.0,0.0,1.0,1.0
11-08-104-00496-800487,20.0,3895.0,12491.0,8503.0,7352.0,7235.0,117.0,7933.0,1096.0,1385.0,207.0,662.0,,,200.0,90.0,32.0,27.0,0.0,3.0,0.0,3.0,227000.0,0.0,0.0,0.0,0.0,637.0,405.0,219.0,203.0,36.0,10.0,0.0,10.0,90.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1322.0,103.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,369500.0,342300.0,,0.0,0.0,1.0,1.0
11-08-104-00496-800488,10.0,1891.0,12196.0,7224.0,4519.0,4066.0,453.0,10880.0,2676.0,2743.0,110.0,662.0,32.0,14.0,205.0,55.0,0.0,28.0,3.0,0.0,0.0,3.0,0.0,567500.0,0.0,0.0,0.0,1080.0,39.0,464.0,402.0,218.0,6.0,15.0,21.0,54.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,500.0,200.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,36.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,826600.0,856500.0,,0.0,0.0,1.0,1.0
11-08-104-00497-800489,21.09,3421.0,18577.0,12933.0,6330.0,5866.0,464.0,16411.0,2798.0,5076.0,55.0,300.0,45.0,5.0,165.0,27.0,10.0,0.0,0.0,3.0,0.0,3.0,180000.0,0.0,0.0,0.0,0.0,2386.0,232.0,961.0,500.0,262.0,22.0,7.5,29.5,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,22.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,2400300.0,2330000.0,,0.0,0.0,1.0,1.0
11-08-104-00499-800490,58.13,36490.0,174596.0,131231.0,58625.0,58071.0,554.0,151521.0,2609.0,28925.0,5854.0,558.1,45.2,4.3,150.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,59020000.0,0.0,0.0,0.0,0.0,26107.0,858.0,6754.0,3345.0,405.0,190.0,0.0,190.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,10508.0,2403.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,1.0,2.0,0.0,2.0,523.0,72.0,33.0,18.0,10.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,32.0,2.0,5.0,4.0,3.0,1.0,26.0,1.0,3.0,18065600.0,17147900.0,,0.0,0.0,1.0,1.0
11-08-104-00502-800491,25.0,2882.0,16516.0,10686.0,5720.0,5527.0,193.0,14504.0,2624.0,3898.0,423.0,600.0,32.0,14.0,115.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,453000.0,0.0,0.0,0.0,0.0,3726.0,103.0,1056.0,630.0,6.0,17.1,120.0,137.1,78.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,85.0,10.0,3.0,3.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1394300.0,1310500.0,,0.0,0.0,1.0,1.0
11-08-104-00503-073683,5.0,1236.0,6396.0,4264.0,2229.0,2095.0,134.0,5762.0,2750.0,1278.0,323.0,589.0,,,180.0,45.0,21.0,45.0,3.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,1008.0,35.0,327.0,50.0,24.0,1.0,5.0,6.0,45.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,54600.0,65400.0,,0.0,0.0,1.0,1.0
11-08-104-00504-800492,5.0,1752.0,10232.0,8222.0,3170.0,3093.0,77.0,9093.0,2940.0,504.0,138.0,,,,142.0,80.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1097.0,71.0,611.0,265.0,15.0,6.0,6.0,12.0,46.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,865.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2077300.0,1414500.0,,0.0,0.0,1.0,1.0
11-08-105-00506-800493,6.0,3631.0,19538.0,11421.0,6968.0,6368.0,600.0,17222.0,2704.0,4063.0,807.0,750.8,,,232.0,56.0,0.0,56.0,3.0,0.0,0.0,3.0,0.0,454000.0,0.0,0.0,0.0,1732.0,2.0,478.0,640.0,39.0,7.0,8.0,15.0,60.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,336.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,0.0,2113300.0,2304600.0,,0.0,0.0,1.0,1.0
11-08-105-00507-800494,2.04,2444.0,12902.0,7628.0,4563.0,4270.0,293.0,11672.0,2733.0,3618.0,11.0,503.3,,,200.0,56.0,0.0,22.0,0.0,3.0,0.0,3.0,225000.0,180000.0,0.0,0.0,0.0,1150.0,124.0,635.0,388.0,38.0,6.0,4.0,10.0,52.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,146.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,1400700.0,1447300.0,,0.0,0.0,1.0,1.0
11-08-105-00508-800495,2.41,5271.0,27432.0,15759.0,9291.0,8785.0,506.0,24792.0,2822.0,9055.0,7.0,389.1,,,215.0,35.0,0.0,35.0,0.0,3.0,0.0,3.0,900000.0,0.0,0.0,0.0,0.0,2704.0,5.0,657.0,1151.0,85.0,23.13,10.13,33.26,35.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,550.0,856.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,56.0,8.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,1.0,3995200.0,4119400.0,,0.0,0.0,1.0,1.0
11-08-105-00509-800496,14.91,2733.0,13833.0,8626.0,4842.0,4510.0,332.0,12284.0,2724.0,4659.0,130.0,870.0,,,165.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,272760.0,0.0,0.0,0.0,0.0,1277.0,5.0,573.0,275.0,158.0,8.0,30.0,38.0,35.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,650.0,83.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2825500.0,2707700.0,,0.0,0.0,1.0,1.0
11-08-105-00510-800497,14.35,2505.0,12999.0,7099.0,4966.0,4212.0,754.0,11389.0,2704.0,5541.0,38.0,488.6,45.0,7.0,194.0,16.0,0.0,10.0,0.0,0.0,0.0,3.0,16200.0,0.0,0.0,0.0,0.0,3501.0,4.0,640.0,300.0,171.0,4.0,12.0,16.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,205.0,405.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,826200.0,756700.0,,0.0,0.0,1.0,1.0
11-08-105-00511-800498,40.72,25229.0,122521.0,83359.0,38898.0,38107.0,791.0,111144.0,2917.0,31542.0,1168.0,587.8,46.5,3.7,180.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,13311.0,682.0,4102.0,3338.0,150.0,149.9,77.0,226.9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8000.0,7544.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,7.0,5.0,492.0,102.0,47.0,18.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,2.0,4.0,2.0,3.0,3.0,2.0,0.0,75.0,14482700.0,15055300.0,,0.0,0.0,1.0,1.0
11-08-105-00512-800499,21.44,2032.0,11749.0,6988.0,4040.0,3701.0,339.0,10484.0,2833.0,3207.0,416.0,,,,140.0,54.0,11.0,30.0,0.0,0.0,0.0,3.0,454600.0,0.0,0.0,0.0,0.0,801.0,60.0,234.0,250.0,296.0,5.0,5.0,10.0,54.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,8.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,607400.0,540400.0,,0.0,0.0,1.0,1.0
11-08-105-00512-800500,9.0,2116.0,11911.0,6812.0,4958.0,3600.0,1358.0,9923.0,2756.0,2930.0,129.0,424.0,,,150.0,59.0,0.0,17.0,0.0,3.0,0.0,3.0,225000.0,0.0,0.0,0.0,0.0,846.0,29.0,207.0,3.0,223.0,6.0,10.0,16.0,91.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,139.0,61.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,771900.0,673600.0,,0.0,0.0,1.0,1.0
11-08-105-00513-800501,9.0,4170.0,21605.0,14275.0,7071.0,6701.0,370.0,19458.0,2904.0,6604.0,137.0,617.0,,,190.0,42.0,0.0,0.0,3.0,0.0,0.0,3.0,454000.0,0.0,0.0,0.0,0.0,2501.0,184.0,1183.0,600.0,119.0,10.0,8.0,18.0,42.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,687.0,410.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,48.0,11.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,2461000.0,2477500.0,,0.0,0.0,1.0,1.0
11-08-106-00516-800502,22.27,5460.0,29539.0,15383.0,9618.0,9579.0,39.0,27919.0,2915.0,6822.0,197.0,503.0,45.0,10.0,300.0,34.0,0.0,0.0,0.0,3.0,0.0,0.0,508000.0,0.0,0.0,0.0,0.0,1690.0,168.0,812.0,590.0,39.0,12.0,6.0,18.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,600.0,1050.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,36.0,12.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1685000.0,1916900.0,,0.0,0.0,1.0,1.0
11-08-106-00518-800503,32.03,10135.0,54553.0,31935.0,16782.0,16727.0,55.0,51751.0,3094.0,11012.0,264.0,510.7,47.0,2.7,300.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,400000.0,0.0,0.0,0.0,0.0,2155.0,200.0,865.0,2000.0,2.0,33.0,11.0,44.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2010.0,4950.0,265.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,160.0,17.0,13.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,4.0,0.0,5375400.0,5007000.0,,0.0,0.0,1.0,1.0
11-08-106-00519-800504,10.0,3335.0,17882.0,8059.0,5937.0,5844.0,93.0,16818.0,2878.0,4139.0,45.0,532.8,,,276.0,38.0,0.0,38.0,0.0,0.0,0.0,3.0,675000.0,0.0,0.0,0.0,0.0,693.0,81.0,215.0,150.0,163.0,10.5,4.25,14.75,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,495.0,805.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,30.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,808800.0,828100.0,,0.0,0.0,1.0,1.0
11-08-107-00520-800505,5.0,2475.0,13294.0,6195.0,5392.0,4207.0,1185.0,11344.0,2696.0,2637.0,4102.0,616.5,,,135.0,163.0,0.0,43.0,3.0,0.0,0.0,3.0,0.0,681000.0,0.0,0.0,0.0,726.0,39.0,257.0,350.0,254.0,14.0,14.0,28.0,83.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,2000.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,541500.0,562400.0,,0.0,0.0,1.0,1.0
