shrid2,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
11-17-293-01965-801536,18.3,6824.0,37555.0,29647.0,12676.0,12266.0,410.0,33390.0,2722.0,1524.0,32929.0,4500.8,34.75,10.38,323.0,0.0,18.0,118.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3433.0,1.0,627.0,776.0,75.0,35.0,0.0,35.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4161.0,11.0,500.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,311.0,12.0,19.0,13.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2112700.0,1560600.0,,0.0,0.0,1.0,1.0
11-17-294-01974-801538,9.72,2248.0,9205.0,6331.0,3742.0,3548.0,194.0,8262.0,2329.0,139.0,10116.0,2474.0,,,312.0,0.0,19.0,223.0,3.0,0.0,0.0,0.0,,0.0,,0.0,0.0,888.0,2.0,130.0,110.0,6.0,23.0,0.0,23.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,30.0,13.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,176300.0,104100.0,,0.0,0.0,1.0,1.0
11-17-295-01977-801539,8.8,1028.0,4644.0,3389.0,1895.0,1643.0,252.0,3999.0,2434.0,82.0,4599.0,2783.2,34.0,15.0,429.0,126.0,0.0,180.0,3.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0,0.0,604.0,131.0,14.0,112.0,0.0,,,20.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,579.0,431.0,135.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,,,,0.0,0.0,1.0,1.0
11-17-296-01980-801540,76.0,2370.0,10666.0,7660.0,4546.0,4420.0,126.0,9793.0,2216.0,3.0,13732.0,3685.0,29.0,6.0,96.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,223000.0,0.0,0.0,0.0,0.0,704.0,10.0,155.0,5.0,0.0,28.1,13.7,41.8,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,25.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,14.0,,,,0.0,0.0,1.0,1.0
11-17-298-01989-278353,6.14,5347.0,24697.0,19606.0,9278.0,9150.0,128.0,21686.0,2370.0,3.0,29168.0,2954.0,24.95,4.64,2.0,2.0,10.0,99.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1571.0,2.0,279.0,0.0,0.0,,,24.57,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,12.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,9.0,,,,0.0,0.0,1.0,1.0
11-17-298-01989-278354,2.11,2837.0,11229.0,8319.0,4326.0,4166.0,160.0,9356.0,2246.0,31.0,5192.0,2954.0,24.95,4.64,3.0,3.0,11.0,104.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1311.0,999999.0,261.0,0.0,0.0,,,9.36,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
11-17-298-01989-278358,2.93,5494.0,23057.0,19893.0,8529.0,8502.0,27.0,18409.0,2165.0,36.0,16456.0,2954.0,24.95,4.64,3.0,3.0,11.0,104.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1544.0,,312.0,0.0,0.0,,,16.48,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,12.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,,,,0.0,0.0,1.0,1.0
11-17-298-01989-278359,2.02,1765.0,7461.0,5547.0,2302.0,2279.0,23.0,6685.0,2933.0,7.0,5490.0,2954.0,24.95,4.64,5.0,5.0,13.0,106.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.81,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,0.0,0.0,1.0,1.0
11-17-298-01989-801543,1.84,1245.0,9603.0,7787.0,4328.0,4227.0,101.0,6748.0,1596.0,338.0,392.0,2954.0,24.95,4.64,2.0,2.0,6.0,103.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,280.0,0.0,0.0,196.0,0.0,,,68.18,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,5.0,1974000.0,2171800.0,,0.0,0.0,1.0,1.0
11-17-298-01989-801544,10.36,23327.0,112625.0,97193.0,45433.0,45026.0,407.0,86286.0,1916.0,1859.0,61974.0,2954.0,24.95,4.64,0.0,0.0,8.0,101.0,3.0,0.0,0.0,0.0,605000.0,0.0,0.0,0.0,0.0,14729.0,21.0,3601.0,2986.0,69.0,,,107.71,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4978.0,2316.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,2.0,1124.0,67.0,28.0,47.0,1.0,21.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,4.0,3.0,193.0,3.0,5.0,14.0,1.0,3.0,22.0,0.0,7.0,95012800.0,19566300.0,,0.0,0.0,1.0,1.0
11-17-298-01994-278901,7.8,1428.0,6144.0,4678.0,2404.0,2348.0,56.0,5373.0,2288.0,16.0,7271.0,13459.5,26.2,0.08,52.0,52.0,0.0,155.0,3.0,0.0,0.0,0.0,1000000.0,112000.0,0.0,0.0,0.0,837.0,3.0,42.0,178.0,0.0,27.58,0.0,27.58,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,13.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,,,,0.0,0.0,1.0,1.0
11-17-299-01996-801545,7.8,3521.0,16247.0,13220.0,7132.0,6848.0,284.0,13469.0,1967.0,62.0,18515.0,583.4,24.0,1.9,66.0,0.0,10.0,167.0,3.0,0.0,0.0,3.0,341000.0,341000.0,0.0,0.0,0.0,2271.0,4.0,309.0,239.0,3.0,48.0,0.0,48.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,226.0,16.0,6.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,12.0,1.0,1.0,4.0,0.0,7.0,851500.0,738500.0,,0.0,0.0,1.0,1.0
11-18-300-02001-801546,4.0,2017.0,9598.0,7157.0,3459.0,3440.0,19.0,7860.0,2285.0,1334.0,1148.0,3335.1,37.3,5.5,277.0,69.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,21.0,278.0,274.0,0.0,,,14.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,100.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,623900.0,494400.0,,0.0,0.0,1.0,1.0
11-18-300-02004-801547,8.24,4988.0,24599.0,19710.0,8639.0,8545.0,94.0,19628.0,2297.0,3835.0,6063.0,3335.1,37.3,5.5,227.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3052.0,25.0,520.0,398.0,10.0,,,48.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,1171.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,8.0,8.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,86.0,0.0,3.0,1.0,1.0,0.0,5.0,27.0,159.0,969900.0,956200.0,,0.0,0.0,1.0,1.0
11-18-301-02005-801550,2.95,2071.0,10950.0,8282.0,3384.0,3287.0,97.0,9237.0,2810.0,3938.0,95.0,3601.5,37.3,5.5,237.0,52.0,22.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,600.0,32.0,154.0,344.0,0.0,,,19.19,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,438800.0,660500.0,,0.0,0.0,1.0,1.0
11-18-301-02007-280885,3.5,1093.0,5239.0,3539.0,1849.0,1778.0,71.0,4370.0,2458.0,1224.0,7.0,3601.5,37.3,5.5,300.0,27.0,0.0,0.0,3.0,0.0,0.0,3.0,,,0.0,0.0,0.0,169.0,5.0,123.0,1.0,22.0,,,11.3,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,395.0,775.0,825.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
11-18-301-02008-801548,2.95,3197.0,16827.0,12789.0,5779.0,5219.0,560.0,14159.0,2713.0,2599.0,127.0,3601.5,37.3,5.5,280.0,10.0,10.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1181.0,21.0,347.0,410.0,4.0,,,49.8,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1293.0,307.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,830100.0,822800.0,,0.0,0.0,1.0,1.0
11-18-301-02008-801549,4.23,11194.0,56305.0,41252.0,17292.0,17114.0,178.0,48924.0,2859.0,10035.0,344.0,3601.5,37.3,5.5,290.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,273000.0,0.0,0.0,0.0,0.0,4276.0,110.0,1184.0,1200.0,7.0,,,32.53,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,497.0,2460.0,2078.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,294.0,35.0,11.0,6.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,1.0,0.0,8.0,0.0,0.0,1840000.0,1986100.0,,0.0,0.0,1.0,1.0
11-18-301-02009-801551,5.19,3076.0,15393.0,10467.0,5284.0,4725.0,559.0,12722.0,2692.0,5135.0,19.0,3601.5,37.3,5.5,246.0,44.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,40.0,622.0,181.0,2.0,,,20.27,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,1646.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,715500.0,754400.0,,0.0,0.0,1.0,1.0
11-18-301-02010-801552,3.79,2780.0,13366.0,8350.0,4448.0,4431.0,17.0,11798.0,2663.0,2566.0,10.0,3601.5,37.3,5.5,221.0,70.0,0.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,7.0,85.0,0.0,0.0,,,8.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,373.0,507.0,878.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,274100.0,,,0.0,0.0,1.0,1.0
11-18-301-02012-281759,4.63,4024.0,17928.0,9650.0,5905.0,5806.0,99.0,16830.0,2899.0,1896.0,30.0,3601.5,37.3,5.5,268.0,100.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,11.0,130.0,0.0,0.0,,,13.25,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,250.0,2955.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
11-18-302-02013-801553,5.2,1639.0,7234.0,4381.0,2609.0,2504.0,105.0,6410.0,2560.0,1417.0,466.0,2872.0,37.3,5.5,168.0,48.0,0.0,84.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,510.0,4.0,160.0,65.0,0.0,,,17.3,48.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,1000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,152100.0,162400.0,,0.0,0.0,1.0,1.0
11-18-302-02014-801554,12.76,7966.0,35477.0,24973.0,11687.0,11503.0,184.0,31390.0,2729.0,5791.0,1232.0,2872.0,37.3,5.5,150.0,0.0,0.0,36.0,3.0,0.0,0.0,3.0,273000.0,0.0,0.0,0.0,0.0,3226.0,49.0,446.0,305.0,3.0,,,42.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1998.0,307.0,1095.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0,18.0,7.0,7.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,395200.0,541800.0,,0.0,0.0,1.0,1.0
11-18-303-02018-801555,4.52,5028.0,25081.0,18075.0,8270.0,8172.0,98.0,21605.0,2644.0,4919.0,511.0,2742.5,36.5,8.1,114.0,21.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1636.0,86.0,852.0,17.0,24.0,,,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,970.0,0.0,2078.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1919700.0,1817800.0,,0.0,0.0,1.0,1.0
11-18-303-02018-801556,1.59,1310.0,6098.0,4590.0,1891.0,1822.0,69.0,5300.0,2909.0,338.0,37.0,2742.5,36.5,8.1,119.0,26.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,317.0,8.0,190.0,150.0,0.0,,,9.88,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,416.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,331200.0,300400.0,,0.0,0.0,1.0,1.0
11-18-303-02021-283005,3.47,1175.0,6300.0,3952.0,1917.0,1813.0,104.0,5672.0,3129.0,2349.0,1.0,2742.5,36.5,8.1,70.0,23.0,23.0,40.0,3.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,1000.0,4.0,400.0,0.0,0.0,,,12.0,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1130.0,0.0,300.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,1.0
11-18-303-02022-801557,3.86,4108.0,22311.0,18408.0,6453.0,6251.0,202.0,18934.0,3029.0,4307.0,86.0,2742.5,36.5,8.1,93.0,0.0,0.0,21.0,0.0,3.0,0.0,3.0,1125000.0,0.0,0.0,0.0,0.0,2760.0,13.0,589.0,465.0,0.0,,,38.09,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,724.0,128.0,2591.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,91.0,16.0,2.0,9.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,7.0,0.0,8.0,2014700.0,877700.0,,0.0,0.0,1.0,1.0
11-18-303-02022-801558,3.75,2073.0,10044.0,6266.0,3186.0,3108.0,78.0,9212.0,2964.0,1499.0,93.0,2742.5,36.5,8.1,104.0,11.0,11.0,9.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,159.0,0.0,,,14.52,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,1100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,649400.0,496300.0,,0.0,0.0,1.0,1.0
11-18-303-02023-801559,2.9,1073.0,6659.0,5439.0,1650.0,1649.0,1.0,6057.0,3673.0,14.0,1.0,2742.5,36.5,8.1,84.0,27.0,0.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,334.0,3.0,51.0,3.0,0.0,,,17.22,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,162800.0,108100.0,,0.0,0.0,1.0,1.0
11-18-303-02024-801560,2.74,1305.0,6303.0,5223.0,2106.0,2045.0,61.0,5065.0,2477.0,190.0,30.0,2742.5,36.5,8.1,103.0,37.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,496.0,21.0,375.0,189.0,0.0,,,74.74,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,390.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,6.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,372000.0,360600.0,,0.0,0.0,1.0,1.0
11-18-304-02029-801561,4.0,3022.0,12805.0,9558.0,4981.0,4758.0,223.0,10606.0,2229.0,2469.0,1963.0,2121.1,36.5,8.1,78.0,0.0,0.0,23.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,887.0,18.0,353.0,390.0,0.0,,,6.09,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2300.0,220.0,233.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,11.0,4.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,28.0,226.0,6556500.0,833900.0,,0.0,0.0,1.0,1.0
11-18-305-02034-801562,4.0,1968.0,9950.0,7996.0,2767.0,2717.0,50.0,8705.0,3204.0,2117.0,7.0,1726.9,36.4,8.6,148.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,840.0,15.0,470.0,210.0,0.0,,,29.16,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,445.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,11.0,5.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,2.0,317100.0,326800.0,,0.0,0.0,1.0,1.0
11-18-305-02038-801566,5.28,5247.0,27231.0,22071.0,8903.0,8845.0,58.0,23023.0,2603.0,2358.0,113.0,1726.9,36.4,8.6,179.0,56.0,0.0,0.0,3.0,0.0,0.0,3.0,,0.0,0.0,,0.0,1915.0,85.0,1000.0,1916.0,140.0,,,77.59,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,816.0,3116.0,250.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,14.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,1582400.0,1283700.0,,0.0,0.0,1.0,1.0
11-18-305-02040-285495,4.16,7198.0,32285.0,27910.0,9584.0,9496.0,88.0,27530.0,2899.0,2438.0,327.0,1726.9,36.4,8.6,233.0,99.0,1.0,0.0,3.0,3.0,0.0,0.0,850000.0,0.0,0.0,0.0,0.0,2890.0,4.0,8.0,1765.0,0.0,,,100.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2711.0,112.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,136.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
