State/UT,Constituency,Electors_Male,Electors_Female,Electors_Total,Voted_Male,Voted_Female,Voted_Total
ORISSA CODE : S18,Kendrapara NO : 5,545898,500230,1046128,348196,307792,655988
ORISSA CODE : S18,Cuttack NO : 6,612927,514329,1127256,401071,307077,708148
ORISSA CODE : S18,Jagatsinghpur NO : 7,599397,544786,1144183,424341,376374,800715
ORISSA CODE : S18,Puri NO : 8,575650,525616,1101266,385653,303742,689395
ORISSA CODE : S18,Bhubaneswar NO : 9,653693,554974,1208667,380723,254575,635298
ORISSA CODE : S18,Aska NO : 10,594556,525588,1120144,326149,232993,559142
ORISSA CODE : S18,Berhampur NO : 11,539807,509271,1049078,312839,245199,558038
ORISSA CODE : S18,Koraput (ST) NO : 12,512691,503762,1016453,309240,234720,543960
ORISSA CODE : S18,Nowrangpur (ST) NO : 13,497549,494207,991756,321150,254065,575215
ORISSA CODE : S18,Kalahandi NO : 14,497967,467355,965322,337929,246543,584472
ORISSA CODE : S18,Phulbani (SC) NO : 15,540664,508157,1048821,339360,253578,592938
ORISSA CODE : S18,Bolangir NO : 16,506428,466294,972722,325379,261751,587130
ORISSA CODE : S18,Sambalpur NO : 17,620769,489106,1109875,383655,277821,661476
ORISSA CODE : S18,Deogarh NO : 18,579256,502252,1081508,345022,235154,580176
ORISSA CODE : S18,Dhenkanal NO : 19,556513,493724,1050237,340335,234489,574824
ORISSA CODE : S18,Sundargarh (ST) NO : 20,598726,500345,1099071,355628,263993,619621
ORISSA CODE : S18,Keonjhar (ST) NO : 21,518370,490129,1008499,350178,277398,627576
PUNJAB CODE : S19,Gurdaspur NO : 1,543141,506980,1050121,352717,334670,687387
PUNJAB CODE : S19,Amritsar NO : 2,604647,530210,1134857,363521,304259,667780
PUNJAB CODE : S19,Tarn Taran NO : 3,533620,467723,1001343,342161,298610,640771
PUNJAB CODE : S19,Jullundur NO : 4,548992,522430,1071422,333431,293583,627014
PUNJAB CODE : S19,Phillaur (SC) NO : 5,547556,506864,1054420,321677,306871,628548
PUNJAB CODE : S19,Hoshiarpur NO : 6,535790,500321,1036111,305041,288384,593425
PUNJAB CODE : S19,Ropar (SC) NO : 7,619007,553766,1172773,375471,313882,689353
PUNJAB CODE : S19,Patiala NO : 8,631839,552026,1183865,383070,313936,697006
PUNJAB CODE : S19,Ludhiana NO : 9,682344,655247,1337591,456382,347521,803903
PUNJAB CODE : S19,Sangrur NO : 10,567748,491034,1058782,401019,356808,757827
PUNJAB CODE : S19,Bhatinda (SC) NO : 11,605544,526068,1131612,366812,326149,692961
PUNJAB CODE : S19,Faridkot NO : 12,604713,504995,1109708,439492,359585,799077
PUNJAB CODE : S19,Ferozepur NO : 13,609540,537680,1147220,389163,345087,734250
RAJASTHAN CODE : S20,Ganganagar (SC) NO : 1,644091,535944,1180035,303181,213441,516622
RAJASTHAN CODE : S20,Bikaner NO : 2,906965,767871,1674836,467318,309894,777212
RAJASTHAN CODE : S20,Churu NO : 3,607639,552955,1160594,324033,271468,595501
RAJASTHAN CODE : S20,Jhunjhunu NO : 4,688057,596271,1284328,386355,269598,655953
RAJASTHAN CODE : S20,Sikar NO : 5,685597,618109,1303706,335055,277809,612864
RAJASTHAN CODE : S20,Jaipur NO : 6,889960,766421,1656381,386588,252961,639549
RAJASTHAN CODE : S20,Dausa NO : 7,659116,584696,1243812,395255,269640,664895
RAJASTHAN CODE : S20,Alwar NO : 8,608172,524402,1132574,276512,161967,438479
RAJASTHAN CODE : S20,Bharatpur NO : 9,581978,488717,1070695,327518,185401,512919
RAJASTHAN CODE : S20,Bayana (SC) NO : 10,594156,478594,1072750,277400,109919,387319
RAJASTHAN CODE : S20,Sawai Madhopur (ST NO : 11,650866,556870,1207736,290718,108176,398894
RAJASTHAN CODE : S20,Ajmer NO : 12,546054,512032,1058086,256515,192690,449205
RAJASTHAN CODE : S20,Tonk (SC) NO : 13,571887,536093,1107980,262435,173323,435758
RAJASTHAN CODE : S20,Kota NO : 14,609846,556620,1166466,321425,205385,526810
RAJASTHAN CODE : S20,Jhalawar NO : 15,545055,508979,1054034,300301,180242,480543
RAJASTHAN CODE : S20,Banswara (ST) NO : 16,580702,568198,1148900,279883,241344,521227
RAJASTHAN CODE : S20,Salumber (ST) NO : 17,554025,532252,1086277,256330,191625,447955
RAJASTHAN CODE : S20,Udaipur NO : 18,611405,585469,1196874,292213,207636,499849
RAJASTHAN CODE : S20,Chittorgarh NO : 19,638517,597840,1236357,293417,175810,469227
RAJASTHAN CODE : S20,Bhilwara NO : 20,578095,547715,1125810,281863,200095,481958
RAJASTHAN CODE : S20,Pali NO : 21,552540,518115,1070655,228428,145425,373853
RAJASTHAN CODE : S20,Jalore (SC) NO : 22,662798,595470,1258268,294159,180529,474688
RAJASTHAN CODE : S20,Barmer NO : 23,719486,610399,1329885,392631,263145,655776
RAJASTHAN CODE : S20,Jodhpur NO : 24,741257,650151,1391408,361021,241964,602985
RAJASTHAN CODE : S20,Nagaur NO : 25,608165,561745,1169910,329099,239182,568281
SIKKIM CODE : S21,Sikkim NO : 1,119757,109403,229160,96634,80806,177440
TAMIL NADU CODE : S22,Madras North NO : 1,810751,742361,1553112,480432,387032,867464
TAMIL NADU CODE : S22,Madras Central NO : 2,536125,500524,1036649,327228,270780,598008
TAMIL NADU CODE : S22,Madras South NO : 3,816716,756048,1572764,494090,391139,885229
TAMIL NADU CODE : S22,Sriperumbudur (SC) NO : 4,578084,578407,1156491,411981,367104,779085
TAMIL NADU CODE : S22,Chengalpattu NO : 5,523679,520210,1043889,385157,353832,738989
TAMIL NADU CODE : S22,Arakkonam NO : 6,514119,520527,1034646,392223,365260,757483
TAMIL NADU CODE : S22,Vellore NO : 7,521349,528819,1050168,366481,345212,711693
TAMIL NADU CODE : S22,Tiruppattur NO : 8,530084,531733,1061817,352849,379641,732490
TAMIL NADU CODE : S22,Vandavasi NO : 9,512591,518880,1031471,365165,352679,717844
TAMIL NADU CODE : S22,Tindivanam NO : 10,519146,514980,1034126,365758,358345,724103
TAMIL NADU CODE : S22,Cuddalore NO : 11,523507,518979,1042486,369173,360244,729417
TAMIL NADU CODE : S22,Chidambaram (SC) NO : 12,520356,506248,1026604,371703,353997,725700
TAMIL NADU CODE : S22,Dharmapuri NO : 13,567991,554436,1122427,389814,349101,738915
TAMIL NADU CODE : S22,Krishnagiri NO : 14,548580,529384,1077964,376251,338785,715036
TAMIL NADU CODE : S22,Rasipuram (SC) NO : 15,522514,525180,1047694,358923,335600,694523
TAMIL NADU CODE : S22,Salem NO : 16,546113,534649,1080762,376867,329539,706406
TAMIL NADU CODE : S22,Tiruchengode NO : 17,664289,657927,1322216,463284,394168,857452
TAMIL NADU CODE : S22,Nilgiris NO : 18,607986,591084,1199070,424910,371527,796437
TAMIL NADU CODE : S22,Gobichettipalayam NO : 19,492128,479755,971883,372430,318958,691388
TAMIL NADU CODE : S22,Coimbatore NO : 20,682748,634372,1317120,464812,383405,848217
TAMIL NADU CODE : S22,Pollachi (SC) NO : 21,489167,479572,968739,370402,326055,696457
TAMIL NADU CODE : S22,Palani NO : 22,536496,531467,1067963,383952,351807,735759
TAMIL NADU CODE : S22,Dindigul NO : 23,536745,538340,1075085,368983,356483,725466
TAMIL NADU CODE : S22,Madurai NO : 24,610240,589957,1200197,395137,352246,747383
TAMIL NADU CODE : S22,Periyakulam NO : 25,511744,510416,1022160,353330,333214,686544
TAMIL NADU CODE : S22,Karur NO : 26,532075,540849,1072924,388829,375095,763924
TAMIL NADU CODE : S22,Tiruchirappalli NO : 27,535972,534081,1070053,375016,345216,720232
TAMIL NADU CODE : S22,Perambalur (SC) NO : 28,492151,489817,981968,360057,361671,721728
TAMIL NADU CODE : S22,Mayiladuturai NO : 29,485272,465654,950926,361758,328336,690094
TAMIL NADU CODE : S22,Nagapattinam (SC) NO : 30,496927,485113,982040,376782,351101,727883
TAMIL NADU CODE : S22,Thanjavur NO : 31,484940,483060,968000,362126,338704,700830
TAMIL NADU CODE : S22,Pudukkottai NO : 32,560837,563710,1124547,413825,414586,828411
TAMIL NADU CODE : S22,Sivaganga NO : 33,526623,530758,1057381,314058,360629,674687
TAMIL NADU CODE : S22,Ramanathapuram NO : 34,518684,525913,1044597,327997,336917,664914
TAMIL NADU CODE : S22,Sivakasi NO : 35,578316,589183,1167499,409175,399285,808460
TAMIL NADU CODE : S22,Tirunelveli NO : 36,508072,515754,1023826,347655,322163,669818
TAMIL NADU CODE : S22,Tenkasi (SC) NO : 37,478369,494715,973084,340197,340420,680617
TAMIL NADU CODE : S22,Tiruchendur NO : 38,481367,498289,979656,297207,299293,596500
TAMIL NADU CODE : S22,Nagercoil NO : 39,494834,479184,974018,306557,276742,583299
TRIPURA CODE : S23,Tripura West NO : 1,441105,418543,859648,358199,333017,691216
TRIPURA CODE : S23,Tripura East (ST) NO : 2,403100,385160,788260,322263,289869,612132
UTTAR PRADESH CODE : S24,Tehri Garhwal NO : 1,592151,538840,1130991,153901,117691,271592
UTTAR PRADESH CODE : S24,Garhwal NO : 2,476961,494652,971613,218504,205406,423910
UTTAR PRADESH CODE : S24,Almora NO : 3,442442,491289,933731,216081,189009,405090
UTTAR PRADESH CODE : S24,Nainital NO : 4,722752,615202,1337954,435673,356275,791948
UTTAR PRADESH CODE : S24,Bijnor (SC) NO : 5,664178,549650,1213828,357742,254990,612732
UTTAR PRADESH CODE : S24,Amroha NO : 6,643785,539223,1183008,413127,261291,674418
UTTAR PRADESH CODE : S24,Moradabad NO : 7,619368,503089,1122457,396460,247621,644081
UTTAR PRADESH CODE : S24,Rampur NO : 8,699472,586851,1286323,457906,288906,746812
UTTAR PRADESH CODE : S24,Sambhal NO : 9,586513,479233,1065746,329430,206274,535704
UTTAR PRADESH CODE : S24,Budaun NO : 10,617087,480463,1097550,289145,246269,535414
UTTAR PRADESH CODE : S24,Aonla NO : 11,559121,450818,1009939,311995,175478,487473
UTTAR PRADESH CODE : S24,Bareilly NO : 12,594562,486451,1081013,344583,202359,546942
UTTAR PRADESH CODE : S24,Pilibhit NO : 13,608770,498076,1106846,369587,304209,673796
UTTAR PRADESH CODE : S24,Shahjahanpur NO : 14,574371,531244,1105615,332467,239031,571498
UTTAR PRADESH CODE : S24,Kheri NO : 15,666491,545312,1211803,334890,151945,486835
UTTAR PRADESH CODE : S24,Shahabad NO : 16,614761,500473,1115234,344132,157787,501919
UTTAR PRADESH CODE : S24,Sitapur NO : 17,602044,492584,1094628,328445,167509,495954
UTTAR PRADESH CODE : S24,Misrikh (SC) NO : 18,593356,487890,1081246,318214,147832,466046
UTTAR PRADESH CODE : S24,Hardoi (SC) NO : 19,603470,479822,1083292,286755,121452,408207
UTTAR PRADESH CODE : S24,Lucknow NO : 20,800789,687380,1488169,448686,321200,769886
UTTAR PRADESH CODE : S24,Mohanlalganj (SC) NO : 21,603706,511240,1114946,299143,174775,473918
UTTAR PRADESH CODE : S24,Unnao NO : 22,648338,529381,1177719,301196,188347,489543
UTTAR PRADESH CODE : S24,Rae Bareli NO : 23,613396,550027,1163423,297853,201985,499838
UTTAR PRADESH CODE : S24,Pratapgarh NO : 24,653835,513670,1167505,256912,218839,475751
UTTAR PRADESH CODE : S24,Amethi NO : 25,575365,527562,1102927,362883,64030,426913
UTTAR PRADESH CODE : S24,Sultanpur NO : 26,651416,567825,1219241,488313,86217,574530
UTTAR PRADESH CODE : S24,Akbarpur (SC) NO : 27,706423,584719,1291142,348916,285476,634392
UTTAR PRADESH CODE : S24,Faizabad NO : 28,648560,539998,1188558,315497,258119,573616
UTTAR PRADESH CODE : S24,Bara Banki (SC) NO : 29,598426,498761,1097187,320301,186898,507199
UTTAR PRADESH CODE : S24,Kaiserganj NO : 30,600919,494221,1095140,286629,234512,521141
UTTAR PRADESH CODE : S24,Bahraich NO : 31,660150,540115,1200265,264810,216662,481472
UTTAR PRADESH CODE : S24,Balrampur NO : 32,621444,514779,1136223,356198,184753,540951
UTTAR PRADESH CODE : S24,Gonda NO : 33,632910,524128,1157038,342637,180555,523192
UTTAR PRADESH CODE : S24,Basti (SC) NO : 34,644964,511431,1156395,328276,216183,544459
UTTAR PRADESH CODE : S24,Domariaganj NO : 35,619251,502633,1121884,319954,261774,581728
UTTAR PRADESH CODE : S24,Khalilabad NO : 36,660757,512688,1173445,348682,247337,596019
UTTAR PRADESH CODE : S24,Bansgaon (SC) NO : 37,702950,552433,1255383,312447,225387,537834
UTTAR PRADESH CODE : S24,Gorakhpur NO : 38,685295,539676,1224971,342386,226883,569269
UTTAR PRADESH CODE : S24,Maharajganj NO : 39,596239,494413,1090652,326520,290234,616754
UTTAR PRADESH CODE : S24,Padrauna NO : 40,649881,532027,1181908,362673,245579,608252
UTTAR PRADESH CODE : S24,Deoria NO : 41,681078,555194,1236272,350941,233153,584094
UTTAR PRADESH CODE : S24,Salempur NO : 42,701226,551675,1252901,314435,202744,517179
UTTAR PRADESH CODE : S24,Ballia NO : 43,731097,545028,1276125,363276,178681,541957
UTTAR PRADESH CODE : S24,Ghosi NO : 44,655762,546189,1201951,333818,273125,606943
UTTAR PRADESH CODE : S24,Azamgarh NO : 45,661789,544001,1205790,355442,236960,592402
UTTAR PRADESH CODE : S24,Lalganj (SC) NO : 46,709386,592766,1302152,341062,277628,618690
UTTAR PRADESH CODE : S24,Machhlishahr NO : 47,676086,564533,1240619,317939,274116,592055
UTTAR PRADESH CODE : S24,Jaunpur NO : 48,672581,588352,1260933,312729,272897,585626
UTTAR PRADESH CODE : S24,Saidpur (SC) NO : 49,672454,605212,1277666,322879,278182,601061
UTTAR PRADESH CODE : S24,Ghazipur NO : 50,677705,593833,1271538,378297,258527,636824
UTTAR PRADESH CODE : S24,Chandauli NO : 51,712322,566371,1278693,360157,240120,600277
UTTAR PRADESH CODE : S24,Varanasi NO : 52,785925,634651,1420576,345887,230586,576473
UTTAR PRADESH CODE : S24,Robertsganj (SC) NO : 53,756550,642888,1399438,397221,240122,637343
UTTAR PRADESH CODE : S24,Mirzapur NO : 54,709391,606486,1315877,441043,275915,716958
UTTAR PRADESH CODE : S24,Phulpur NO : 55,647675,529886,1177561,310228,253822,564050
UTTAR PRADESH CODE : S24,Allahabad NO : 56,765374,626211,1391585,284006,232270,516276
UTTAR PRADESH CODE : S24,Chail (SC) NO : 57,714076,586757,1300833,209433,171352,380785
UTTAR PRADESH CODE : S24,Fatehpur NO : 58,630074,511774,1141848,289836,124177,414013
UTTAR PRADESH CODE : S24,Banda NO : 59,611766,500515,1112281,230271,137682,367953
UTTAR PRADESH CODE : S24,Hamirpur NO : 60,559030,457258,1016288,279506,166133,445639
UTTAR PRADESH CODE : S24,Jhansi NO : 61,684782,593544,1278326,412077,275139,687216
UTTAR PRADESH CODE : S24,Jalaun (SC) NO : 62,621661,512519,1134180,298764,169890,468654
UTTAR PRADESH CODE : S24,Ghatampur (SC) NO : 63,605624,481488,1087112,251455,197557,449012
UTTAR PRADESH CODE : S24,Bilhaur NO : 64,718473,519104,1237577,326084,236111,562195
UTTAR PRADESH CODE : S24,Kanpur NO : 65,836782,557860,1394642,396763,182436,579199
UTTAR PRADESH CODE : S24,Etawah NO : 66,629330,494347,1123677,326760,192173,518933
UTTAR PRADESH CODE : S24,Kannauj NO : 67,632531,508134,1140665,324544,265463,590007
UTTAR PRADESH CODE : S24,Farrukhabad NO : 68,672754,540972,1213726,324050,265951,590001
UTTAR PRADESH CODE : S24,Mainpuri NO : 69,616267,479358,1095625,423061,228705,651766
UTTAR PRADESH CODE : S24,Jalesar NO : 70,616336,481394,1097730,321840,214555,536395
UTTAR PRADESH CODE : S24,Etah NO : 71,561254,459123,1020377,287147,191404,478551
UTTAR PRADESH CODE : S24,Firozabad (SC) NO : 72,588343,542943,1131286,260314,203154,463468
UTTAR PRADESH CODE : S24,Agra NO : 73,620811,572993,1193804,306213,210815,517028
UTTAR PRADESH CODE : S24,Mathura NO : 74,638681,522370,1161051,323146,181974,505120
UTTAR PRADESH CODE : S24,Hathras (SC) NO : 75,618491,494131,1112622,241232,192871,434103
UTTAR PRADESH CODE : S24,Aligarh NO : 76,694737,557398,1252135,281251,227994,509245
UTTAR PRADESH CODE : S24,Khurja (SC) NO : 77,687040,563519,1250559,265430,176952,442382
UTTAR PRADESH CODE : S24,Bulandshahr NO : 78,605242,508558,1113800,288898,192621,481519
UTTAR PRADESH CODE : S24,Hapur NO : 79,841878,651829,1493707,443086,252396,695482
UTTAR PRADESH CODE : S24,Meerut NO : 80,585289,662217,1247506,374790,271393,646183
UTTAR PRADESH CODE : S24,Baghpat NO : 81,709971,561181,1271152,386831,280097,666928
UTTAR PRADESH CODE : S24,Muzaffarnagar NO : 82,664685,528766,1193451,347414,231567,578981
UTTAR PRADESH CODE : S24,Kairana NO : 83,645222,443291,1088513,343843,229026,572869
UTTAR PRADESH CODE : S24,Saharanpur NO : 84,685465,531661,1217126,416294,303923,720217
UTTAR PRADESH CODE : S24,Hardwar (SC) NO : 85,656765,501326,1158091,395179,221375,616554
WEST BENGAL CODE : S25,Cooch Behar (SC) NO : 1,545938,518853,1064791,492480,461133,953613
WEST BENGAL CODE : S25,Alipurduars (ST) NO : 2,517469,483388,1000857,447243,407213,854456
WEST BENGAL CODE : S25,Jalpaiguri NO : 3,559743,505741,1065484,482808,436435,919243
WEST BENGAL CODE : S25,Darjeeling NO : 4,635495,577455,1212950,448719,394578,843297
WEST BENGAL CODE : S25,Raiganj NO : 5,570012,541122,1111134,462702,439014,901716
WEST BENGAL CODE : S25,Balurghat (SC) NO : 6,547645,520126,1067771,496606,429821,926427
WEST BENGAL CODE : S25,Malda NO : 7,514725,498281,1013006,454739,421514,876253
WEST BENGAL CODE : S25,Jangipur NO : 8,523092,524133,1047225,488792,398797,887589
WEST BENGAL CODE : S25,Murshidabad NO : 9,581430,556063,1137493,548836,447713,996549
WEST BENGAL CODE : S25,Berhampore NO : 10,593515,573015,1166530,521408,423758,945166
WEST BENGAL CODE : S25,Krishnagar NO : 11,553215,516770,1069985,491166,420450,911616
WEST BENGAL CODE : S25,Nabadwip (SC) NO : 12,674407,631881,1306288,593106,541898,1135004
WEST BENGAL CODE : S25,Barasat NO : 13,670085,571741,1241826,590962,481047,1072009
WEST BENGAL CODE : S25,Basirhat NO : 14,522608,500415,1023023,484841,427733,912574
WEST BENGAL CODE : S25,Joynagar (SC) NO : 15,582409,481155,1063564,478387,416205,894592
WEST BENGAL CODE : S25,Mathurapur (SC) NO : 16,518006,496994,1015000,450697,424707,875404
WEST BENGAL CODE : S25,Diamond Harbour NO : 17,601305,504189,1105494,482033,407702,889735
WEST BENGAL CODE : S25,Jadavpur NO : 18,727582,585529,1313111,606334,468981,1075315
WEST BENGAL CODE : S25,Barrackpore NO : 19,566355,445870,1012225,473777,351521,825298
WEST BENGAL CODE : S25,Dum Dum NO : 20,827377,717129,1544506,677717,574712,1252429
WEST BENGAL CODE : S25,Calcutta North West NO : 21,437739,256256,693995,280331,172426,452757
WEST BENGAL CODE : S25,Calcutta North East NO : 22,534880,372404,907284,399263,261150,660413
WEST BENGAL CODE : S25,Calcutta South NO : 23,671260,496121,1167381,568891,283567,852458
WEST BENGAL CODE : S25,Howrah NO : 24,735904,575190,1311094,553066,432441,985507
WEST BENGAL CODE : S25,Uluberia NO : 25,588888,454452,1043340,487588,376318,863906
WEST BENGAL CODE : S25,Serampore NO : 26,637337,612343,1249680,507067,483706,990773
WEST BENGAL CODE : S25,Hooghly NO : 27,558896,536979,1095875,480536,454405,934941
WEST BENGAL CODE : S25,Arambagh NO : 28,544384,523036,1067420,477288,454365,931653
WEST BENGAL CODE : S25,Panskura NO : 29,476050,464702,940752,437270,408259,845529
WEST BENGAL CODE : S25,Tamluk NO : 30,544139,501446,1045585,484579,454310,938889
WEST BENGAL CODE : S25,Contai NO : 31,474983,456249,931232,428933,400141,829074
WEST BENGAL CODE : S25,Midnapore NO : 32,539690,512124,1051814,447732,441456,889188
WEST BENGAL CODE : S25,Jhargram (ST) NO : 33,479096,464862,943958,420124,407838,827962
WEST BENGAL CODE : S25,Purulia NO : 34,488178,479022,967200,404554,361279,765833
WEST BENGAL CODE : S25,Bankura NO : 35,509268,484876,994144,402443,372473,774916
WEST BENGAL CODE : S25,Vishnupur (SC) NO : 36,512282,499548,1011830,433050,418207,851257
WEST BENGAL CODE : S25,Durgapur (SC) NO : 37,602766,536727,1139493,494146,423824,917970
WEST BENGAL CODE : S25,Asansol NO : 38,670312,537569,1207881,502478,339258,841736
WEST BENGAL CODE : S25,Burdwan NO : 39,591601,552590,1144191,516615,466900,983515
WEST BENGAL CODE : S25,Katwa NO : 40,569874,544859,1114733,492771,468145,960916
WEST BENGAL CODE : S25,Bolpur NO : 41,494307,482919,977226,409172,393126,802298
WEST BENGAL CODE : S25,Birbhum (SC) NO : 42,504296,490387,994683,421957,405409,827366
ANDAMAN & NICOB CODE : U01,Andaman & Nicobar I NO : 1,120578,90648,211226,75536,55382,130918
CHANDIGARH CODE : U02,Chandigarh NO : 1,255580,195019,450599,148822,114367,263189
DADRA & NAGAR H CODE : U03,Dadra & Nagar Haveli NO : 1,49806,45103,94909,37400,35632,73032
DAMAN & DIU CODE : U04,Daman And Diu NO : 1,36527,33675,70202,24181,25425,49606
NATIONAL CAPITAL CODE : U05,New Delhi NO : 1,294451,210994,505445,152458,108701,261159
NATIONAL CAPITAL CODE : U05,South Delhi NO : 2,616373,487586,1103959,310035,225516,535551
NATIONAL CAPITAL CODE : U05,Outer Delhi NO : 3,1624159,1197407,2821566,795575,562224,1357799
NATIONAL CAPITAL CODE : U05,East Delhi NO : 4,1262983,958210,2221193,650538,472093,1122631
NATIONAL CAPITAL CODE : U05,Chandni Chowk NO : 5,198110,164445,362555,122898,85633,208531
NATIONAL CAPITAL CODE : U05,Delhi Sadar NO : 6,283077,217556,500633,172459,129124,301583
NATIONAL CAPITAL CODE : U05,Karol Bagh (SC) NO : 7,318791,224799,543590,172356,119686,292042
LAKSHADWEEP CODE : U06,Lakshadweep (ST) NO : 1,17690,16421,34111,15373,15000,30373
PONDICHERRY CODE : U07,Pondicherry NO : 1,320502,313133,633635,239146,238291,477437
