pc91_state_id,pc91_district_id,state_clean,alloc_electors_f,alloc_voters_f,alloc_treated_electors_f,Female_Turnout_Dist,EVM_Exposure,Lit_Pct,SC_Pct,ST_Pct,Urban_Pct,Fem_Enterprise_Pct,Agency_IHS,Agency_Centered
21,23,rajasthan,288735.93148156925,142778.62390412687,0.0,49.44955176569037,0.0,24.510004585220496,4.607975082013701,65.84022164567108,6.051576298183407,1.6384212600641854,1.2691723568806406,-0.22855415985400307
21,24,rajasthan,405712.21970769024,203146.32255415205,0.0,50.071531663629955,0.0,20.512201453790237,5.002855659397715,73.47265489788855,6.399013499480789,1.0930465724339946,0.9456614431589068,-0.5520650735757369
21,25,rajasthan,325629.89775367937,146960.5812609524,0.0,45.13116955007607,0.0,26.04498810772634,18.793817056324716,20.253346973961634,14.13726488092147,1.227921606581176,1.0337261158824544,-0.4640004008521892
21,26,rajasthan,598111.1744084125,310876.77223940915,0.0,51.976419358306615,0.0,38.258948751811,19.719616539459395,14.15537674401638,29.631826022057805,1.7945912752133,1.3478110117396918,-0.14991550499495188
21,27,rajasthan,290343.45499756065,158997.2417978389,0.0,54.7617792173668,0.0,26.565068324954467,17.228108270783547,11.895240294637977,12.904466279542431,1.08743735075316,0.9418698927149664,-0.5558566240196773
22,1,sikkim,68951.1836478026,57429.18288154574,0.0,83.28962585311028,0.0,42.30596680125617,3.560212779593668,55.44126129590463,2.179068127924117,3.319502074688797,1.9149145060127148,0.4171879892780712
22,2,sikkim,16727.30672541952,13932.11118690407,0.0,83.28962585311028,0.0,53.952323313832295,6.994597987133795,21.088023670230648,15.491000381054851,4.534364020844556,2.2167753151721175,0.7190487984374738
22,3,sikkim,13588.50190254716,11317.812393674303,0.0,83.2896258531103,0.0,44.063454831640996,5.6860384967542155,16.68261267656348,2.2170097630731562,6.101345715724746,2.5083055391535893,1.0105790224189457
22,4,sikkim,17912.64759044701,14919.37715846949,0.0,83.28962585311028,0.0,36.82929065514817,5.019305019305019,19.65852018622467,1.5026334287548009,8.513513513513514,2.838233428049428,1.3405069113147845
23,2,tamil nadu,557368.2838625229,251490.80174952123,481472.7503984703,45.121118124394826,0.8638323427050748,56.911534423201445,25.959052122594255,1.239795922754716,38.92122921025408,2.620831054809015,1.6911950728636405,0.19346855612899683
23,3,tamil nadu,1080548.2496070922,654742.4427358853,0.0,60.59354063772368,0.0,51.95200156487903,20.727972741498903,1.6473854360514295,27.232529923024867,3.0331119417551533,1.828865690901848,0.3311391741672043
23,4,tamil nadu,1087540.1430403912,619257.1263977131,21658.4309212222,56.941082162400136,0.0199150634207144,38.76818129777752,14.308523825644043,1.9637737204212864,8.120149148622302,7.636164641702934,2.7303026900568397,1.232576173322196
23,5,tamil nadu,852974.0477286695,518696.8302363765,0.0,60.81038826651074,0.0,44.9727044848578,21.446595806199134,3.054201411003026,10.338062454345339,2.8909848176639596,1.7833972446815456,0.28567072794690196
23,6,tamil nadu,2075408.936073367,1253607.8595932277,157199.3907755217,60.40293254037101,0.07574381513117114,44.83958271026783,27.125492960546964,1.1890908412598882,13.713993817276982,4.918067072344032,2.2962420648043684,0.7985155480697248
23,7,tamil nadu,1845417.9680790338,976083.1991534531,0.0,52.89225617378677,0.0,46.85007784144368,16.70162217154273,3.493651289837598,25.56302231146741,4.688253981336446,2.2493922339725785,0.7516657172379348
23,8,tamil nadu,991407.6548293144,542672.6964838929,10312.771357116157,54.7375939494155,0.01040215022234386,48.136612099576645,17.158529011581876,0.8272338092707594,21.892001036089443,4.837064384660702,2.279972928637028,0.7822464119023844
23,9,tamil nadu,351850.7433794858,198259.3295435806,0.0,56.34756591369471,0.0,63.283320238688624,30.215963075917962,3.5268243092926923,43.81651164296959,6.4069964555401455,2.5565730682530674,1.0588465515184238
23,10,tamil nadu,1461497.8191548912,759148.2425735549,725928.2038151809,51.94316629309314,0.4967015306495276,59.14486311892632,16.397311119054013,0.745587557084849,46.65853754474295,3.911582026969466,2.07304192910595,0.5753154123713062
23,11,tamil nadu,765191.6493773138,422542.3087767909,0.0,55.2204547868029,0.0,49.614818769987565,19.409475878600603,0.5402534550432555,18.896942293819265,0.8057147126265035,0.7371244795569046,-0.760602037177739
23,12,tamil nadu,1921361.545734878,1125723.8049382488,0.0,58.589899825838586,0.0,53.361061700904585,19.14046741920846,0.6853073228751042,23.432076799361525,3.658198650248906,2.008296501368311,0.5105699846336673
