Model,Variable,Coefficient,Std_Error,P_Value,CI_Lower,CI_Upper,N,R2,Adj_R2
1_Final_ANCOVA_HC1,ST_Pct_ihs,-0.8199352802646592,0.29279469874097314,0.005104309592191869,-1.3938023446612218,-0.2460682158680968,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,Intercept,38.788172128152475,5.37444179040989,5.308698837541096e-13,28.254459781942124,49.321884474362825,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.arunachal pradesh],13.564804712089051,1.610451537936457,3.670201074203532e-17,10.408377698886454,16.72123172529165,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.assam],-5.1102711817256345,1.4339184879518154,0.00036545408902265776,-7.920699774877324,-2.299842588573945,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.bihar],-9.112626245031525,1.5217190018511362,2.1194603896033528e-09,-12.09514068324999,-6.130111806813058,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.chandigarh],-14.303754646414667,2.754855790519116,2.0782665249694878e-07,-19.703172778433753,-8.904336514395581,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.dadra nagar haveli],0.999981981558153,1.5646278806582978,0.5227461129233371,-2.0666323137393445,4.06659627685565,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.daman diu],-2.3952179972208922,1.268602594506383,0.0590157604684761,-4.881633393147473,0.09119739870568866,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.goa],-12.285274030945446,2.167595025935652,1.4472875014953007e-08,-16.533682214847488,-8.036865847043405,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.gujarat],-6.781390578588944,1.2434516224043952,4.9337210052804346e-08,-9.218510975019457,-4.34427018215843,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.haryana],-14.638786064002945,2.2444621712594532,6.92928309770327e-11,-19.037851084334044,-10.239721043671846,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.himachal pradesh],-10.716160900244406,1.9181270197472322,2.3131344028212905e-08,-14.47562077672213,-6.956701023766682,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.karnataka],2.2254473474375454,0.512976613222488,1.4358791393808527e-05,1.2200316606101356,3.230863034264955,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.kerala],-0.055551772370088015,2.83583283597213,0.9843710580160018,-5.613681997051546,5.502578452311369,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.madhya pradesh],-11.692887420667455,0.6040712652440963,1.786393760645704e-83,-12.876845344641426,-10.508929496693485,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.maharashtra],2.405666275363012,0.762785919077588,0.001611652504246892,0.9106333460566556,3.9006992046693685,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.manipur],-7.267518782339638,1.2984598078746399,2.1805471175058903e-08,-9.81245324114673,-4.722584323532546,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.meghalaya],-9.28966982269258,1.8166765041043604,3.161566231279947e-07,-12.850290342297258,-5.729049303087903,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.mizoram],-4.440164278915499,3.014802282963371,0.14080823999161374,-10.349068174032839,1.468739616201841,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.nagaland],-1.533705472300778,2.769401674593474,0.5797130529579769,-6.9616330132289015,3.894222068627346,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.nct of delhi],-22.43805898506648,3.6623864984167356,8.976418499415312e-10,-29.61620461942904,-15.259913350703918,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.odisha],-11.951054091032734,0.7447364730298254,5.964804209348087e-58,-13.410710756144578,-10.49139742592089,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.puducherry],0.11013278623811829,2.6065052478265662,0.9662969756632732,-4.9985236250166,5.218789197492836,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.punjab],-13.952645336876138,2.2113152088311185,2.796505866916781e-10,-18.2867435046508,-9.618547169101477,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.rajasthan],-7.32610415153581,1.1791026444731296,5.188726657046524e-10,-9.63710286877908,-5.01510543429254,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.sikkim],9.20655053530474,1.8426672310267473,5.843542313245522e-07,5.594989127000167,12.818111943609312,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.tamil nadu],-13.73625434072779,1.5269132265807768,2.3389184367751753e-19,-16.72894927234396,-10.74355940911162,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.tripura],-9.571859284406205,2.137842663568468,7.557704152075871e-06,-13.761953909613581,-5.381764659198828,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.uttar pradesh],-10.572527340102416,2.0656271395890804,3.0827981859128054e-07,-14.621082139185505,-6.523972541019328,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,C(state_clean)[T.west bengal],-7.173056137115029,1.798419759091367,6.648322100548509e-05,-10.69789409401931,-3.6482181802107494,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,EVM_Exposure_Cont,-1.6474622104700054,1.789400440098994,0.3572183927067867,-5.154622626984156,1.8596982060441452,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,Agency_Centered,0.6470836183689184,0.4844414088830755,0.18163707073030289,-0.30240409566175186,1.5965713323995887,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,EVM_Post_Agency,-7.2607997696507915,2.0877858525771917,0.0005056390052647941,-11.352784848134338,-3.1688146911672446,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,Urban_Pct_ihs,-0.9628105250245615,0.6518911892308855,0.1396891092573799,-2.2404937777560825,0.3148727277069592,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,Turnout_96,0.5734348360335909,0.049326731894895656,3.0674911728331275e-31,0.4767562180445323,0.6701134540226495,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,Lit_Pct,-0.06483499495113779,0.06139291561096471,0.2909378830003013,-0.18516289845453546,0.055492908552259884,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,SC_Pct,0.05693264383226935,0.04963549611367736,0.251375544317065,-0.0403511409053161,0.1542164285698548,426,0.8332182146882637,0.8177833965103138
2_Final_ANCOVA_Clustered,ST_Pct_ihs,-0.8199352802646592,0.690397120066348,0.23497981340841922,-2.1730887706248767,0.5332182100955584,426,0.8332182146882637,0.8177833965103138
3_PreTrend_Placebo,Intercept,2.611201562128532,2.7633548354969966,0.34469005493300475,-2.8048743919501873,8.027277516207251,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.arunachal pradesh],-0.5763092510616916,5.051099139672188,0.9091618431482815,-10.476281647160434,9.323663145037049,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.assam],-17.360550653741104,2.5434873951880315,8.7625016244749e-12,-22.34569434344124,-12.375406964040966,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.bihar],1.0999247826684226,1.6813085301812036,0.512978079529128,-2.195379383386711,4.395228948723556,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.chandigarh],-8.728487163861418,1.7489148093589708,6.012917448196728e-07,-12.156297202233736,-5.3006771254891,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.dadra nagar haveli],8.11932056265005,1.6828950082016347,1.4027393664272767e-06,4.820906956812607,11.417734168487492,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.daman diu],14.504943613551802,7.7181259625302525,0.06019877689054472,-0.622305301151032,29.632192528254635,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.goa],6.164897509660611,2.7848800584071998,0.026849212241402028,0.7066328939186972,11.623162125402526,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.gujarat],21.87458054227132,1.6309767530208623,5.14667251341478e-41,18.677924846728352,25.07123623781429,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.haryana],-7.95629838497502,1.7278942218484274,4.132172863561396e-06,-11.3429088288928,-4.56968794105724,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.himachal pradesh],2.7505964072917757,2.5589601239948747,0.2824247216057537,-2.2648732736123294,7.766066088195881,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.karnataka],2.113170438947173,0.9837686780998124,0.031710903558565665,0.18501926075296304,4.041321617141383,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.kerala],-3.9944134123219373,1.9930053882897547,0.04504692064831476,-7.900632194364123,-0.08819463027975205,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.madhya pradesh],6.732260237510319,1.1128820642829762,1.4539318487133718e-09,4.551051472475097,8.913469002545542,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.maharashtra],2.8412710525896814,1.1818812854778786,0.016215705762086623,0.5248262990511372,5.157715806128225,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.manipur],-10.662632576616424,3.985163059950322,0.007459950843957185,-18.473408646638493,-2.8518565065943564,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.meghalaya],2.986871517562429,4.448280632564928,0.5019233807085196,-5.73159831539188,11.705341350516738,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.mizoram],-2.517826083567012,2.536513032686165,0.3208889247510116,-7.4893002739483645,2.4536481068143403,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.nagaland],-38.120901375189995,2.6951459460215657,2.0257674459204215e-45,-43.403290362471395,-32.838512387908594,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.nct of delhi],1.0433594567026432,3.0106151331304165,0.7289217321633968,-4.857337775544233,6.944056688949519,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.odisha],-3.032698026252879,1.388830664661861,0.028989144276551974,-5.754756109614951,-0.31063994289080643,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.puducherry],-7.488479165102079,3.7229276241902514,0.04427804874861769,-14.78528322556424,-0.19167510463991633,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.punjab],-9.540638780805741,1.6221098185358733,4.062623180284147e-09,-12.719915604104855,-6.361361957506627,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.rajasthan],16.028381829564776,1.325756476649257,1.1930202833216605e-33,13.429946883061515,18.626816776068036,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.sikkim],-12.690916252520875,1.4571997043676952,3.0626303061861346e-18,-15.546975191363972,-9.834857313677778,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.tamil nadu],-14.055759735658665,1.1846816796506947,1.807908064868076e-32,-16.377693160918444,-11.733826310398886,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.tripura],0.559722909993675,1.4064919411113537,0.6906620939637867,-2.1969506391304088,3.3163964591177586,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.uttar pradesh],3.5372431252960737,1.4121718013958724,0.012251201914728735,0.7694372545771135,6.305048996015033,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,C(state_clean)[T.west bengal],-9.2310211771383,1.6211133304116685,1.2391693080434622e-08,-12.408344919602952,-6.05369743467365,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,EVM_Exposure_Cont,-1.3318103896576519,1.3888289293303004,0.3375865143030712,-4.053865071832364,1.3902442925170608,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,Agency_Centered,0.03997112723018058,0.5749602801889486,0.9445758677544277,-1.086930314481217,1.1668725689415782,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,EVM_Post_Agency,-3.8488560954589772,2.507544286187268,0.12480580993133863,-8.76355258602522,1.0658403951072657,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,Urban_Pct_ihs,-0.200295926868012,0.6571332642913704,0.7605165019217648,-1.4882534579223388,1.0876616041863147,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,Lit_Pct,0.02676738246328023,0.040984308547671836,0.5136834672892647,-0.053560386221433665,0.10709515114799412,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,SC_Pct,0.13137125367221333,0.05379318723453699,0.01459991242188845,0.025938544078901032,0.23680396326552564,426,0.7805599068146929,0.7608665651185756
3_PreTrend_Placebo,ST_Pct_ihs,-0.7207125788527885,0.3250568310369773,0.02661014770803876,-1.3578122606139855,-0.08361289709159136,426,0.7805599068146929,0.7608665651185756
4_Mechanism_HorseRace,Intercept,39.112307365503064,3.683627988360067,2.4609537978805e-26,31.8925291758736,46.33208555513252,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.arunachal pradesh],13.911390526996188,3.1718527989204635,1.1551365115856955e-05,7.694673276849514,20.128107777142862,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.assam],-4.861284800026393,1.4401636661685144,0.0007367939680121802,-7.683953717559847,-2.0386158824929392,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.bihar],-9.452397435210766,1.42837326630547,3.6508674522802034e-11,-12.251957593649326,-6.652837276772206,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.chandigarh],-14.20227018774646,1.7517919060018199,5.176482130036765e-16,-17.635719231918802,-10.768821143574119,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.dadra nagar haveli],0.05764141925515487,1.470343283166755,0.9687287850015172,-2.8241784606620635,2.939461299172373,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.daman diu],-2.413102930979324,3.891627491475221,0.5352080697540924,-10.040552655516713,5.214346793558065,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.goa],-11.598495043511875,2.2569743488588596,2.762670075265999e-07,-16.02208348130598,-7.17490660571777,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.gujarat],-6.30752574490179,2.279361962062446,0.005653432554918777,-10.774993098274738,-1.840058391528843,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.haryana],-12.928860637158634,1.7724752938744175,3.0034906242419437e-13,-16.40284837663954,-9.454872897677728,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.himachal pradesh],-10.587358947330284,2.123211569600121,6.148823163794725e-07,-14.748777155305278,-6.425940739355289,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.karnataka],2.383765316898053,0.9420809869860439,0.011395890096638326,0.5373205118854596,4.2302101219106465,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.kerala],0.24859109901728638,1.941486545521171,0.8981160293680779,-3.5566526066732926,4.053834804707866,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.madhya pradesh],-11.043117221962351,1.413835172152832,5.684735261109706e-15,-13.81418323945789,-8.272051204466813,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.maharashtra],2.844066038523734,1.349248829929354,0.035040638640514016,0.19958692567939185,5.4885451513680765,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.manipur],-6.817503481959438,1.2149638569444474,2.008344554946474e-08,-9.19878888408843,-4.4362180798304465,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.meghalaya],-9.105919081914907,2.053323713970803,9.219133549454531e-06,-13.130359609899704,-5.0814785539301095,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.mizoram],-3.73356507425663,2.192224809608336,0.0885504654340555,-8.030246747104146,0.5631165985908848,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.nagaland],-1.5274997970908468,1.8242633195323128,0.40241036848629863,-5.102990201691664,2.0479906075099708,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.nct of delhi],-20.70828466253025,3.0917778405124876,2.114986291237133e-11,-26.76805787813375,-14.64851144692675,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.odisha],-11.699983222069633,1.2406520790008133,4.080954685988989e-21,-14.13161661425597,-9.268349829883297,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.puducherry],0.17592855503760774,3.488749083752946,0.9597817999470494,-6.661894000215279,7.013751110290494,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.punjab],-12.761863590669583,1.7307644463000937,1.6615384737466344e-13,-16.154099571140176,-9.36962761019899,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.rajasthan],-5.9391973788231915,1.7216147890253837,0.0005610374002898407,-9.313500360564467,-2.564894397081916,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.sikkim],10.453068285702859,1.8267970934295399,1.0523140612333937e-08,6.872611775518509,14.033524795887208,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.tamil nadu],-13.157218336524009,1.029206572428936,2.0183639541808274e-37,-15.174426151136638,-11.14001052191138,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.tripura],-8.76267119848229,1.6808809636358961,1.8566863005621273e-07,-12.057137349507626,-5.468205047456953,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.uttar pradesh],-10.276071398563216,1.3207585408364515,7.227757532945391e-15,-12.864710570876335,-7.687432226250097,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,C(state_clean)[T.west bengal],-6.900845191187069,2.080621165395116,0.0009107969390640411,-10.978787740833251,-2.822902641540886,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,EVM_Exposure_Cont,-3.5883472195484822,2.00925672942259,0.07411419153096,-7.526418044911499,0.34972360581453454,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,Agency_Z,0.29882484189929903,0.31469808883997774,0.3423356699490946,-0.31797207823064366,0.9156217620292417,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,Patriarchy_Z,1.2328717768720467,0.4792722387463863,0.01010010774138834,0.2935154501392474,2.172228103604846,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,EVM_Post_Agency_Z,-3.6406085588956394,1.8722609534433325,0.05183536977897246,-7.310172597305193,0.028955479513915083,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,EVM_Post_Patriarchy_Z,-2.920072194881328,1.1525542809976408,0.011290851586667676,-5.179037075864161,-0.6611073138984951,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,Urban_Pct_ihs,-0.7665695353299431,0.5936820738786488,0.19663010662519043,-1.9301650183991423,0.39702594773925615,426,0.8372261051274824,0.8212431387058915
4_Mechanism_HorseRace,Turnout_96,0.5563182144436372,0.050816356097377675,6.821560508682569e-28,0.45671998666721453,0.6559164422200597,426,0.8372261051274824,0.8212431387058915
